Filename,Duration,FileSize,NumberAlerts,NumberContext,UniqueContext,Backend,attackPath,sameSource,sameTarget,sameClass
path_2016-07-01_11:30:14_5000.xml,6953.867168188095,1986565,5000,5797,1939,orient,3,963,971,2
path_2016-07-01_11:30:14_5000.xml,7044.229316711426,1986565,5000,5797,1939,orient,3,963,971,2
path_2016-07-01_11:30:14_5000.xml,6913.972409963608,1986565,5000,5797,1939,orient,3,963,971,2
path_2016-07-01_11:30:14_3500.xml,6653.395785331726,1389508,3500,5271,1773,orient,3,844,924,2
path_2016-07-01_11:30:14_3500.xml,6922.523820638657,1389508,3500,5271,1773,orient,3,844,924,2
path_2016-07-01_11:30:14_3500.xml,7114.145291566849,1389508,3500,5271,1773,orient,3,844,924,2
path_2016-07-01_11:30:14_3500.xml,6675.473329782486,1389508,3500,5271,1773,orient,3,844,924,2
path_2016-07-01_11:30:14_3500.xml,6760.25877737999,1389508,3500,5271,1773,orient,3,844,924,2
path_2016-07-01_11:30:14_1500.xml,851.966810464859,594863,1500,2124,626,orient,3,372,249,2
path_2016-07-01_11:30:14_1500.xml,857.092137336731,594863,1500,2124,626,orient,3,372,249,2
path_2016-07-01_11:30:14_1500.xml,851.3716905117035,594863,1500,2124,626,orient,3,372,249,2
path_2016-07-01_11:30:14_1500.xml,844.2787368297577,594863,1500,2124,626,orient,3,372,249,2
path_2016-07-01_11:30:14_1500.xml,847.4142770767212,594863,1500,2124,626,orient,3,372,249,2
